obs,Oil,SP500,ln(OIL),ln(SP500),SPReturns,Unnamed: 6,Oil(+),Oil(-),Unnamed: 9,CPI,Real Oil,RealSP500,ln(realSP500),RealSPreturns,Unnamed: 15,Real oil(+),Real Oil(-),Date,WTI_Return,SP500_Return,WTI_Zscore,SP500_Zscore
2009M11,77.99003015543155,1095.630198012862,4.356581,6.999085,5.5779000000000245,4.356581,44.750929,-43.39008,2009M11,216.33,36.05141688874939,506.4624407215189,6.227450166391313,5.507149697053659,36.05141688874939,31.066173,-30.567789,2009-11-01,0.029979603893154794,0.0573639804736672,0.2072448742677876,1.2522456566580444
2009M12,74.4699732114662,1115.09959190546,4.310396,7.016699,1.7614000000000019,4.310396,44.750929,-43.436265,2009M12,215.949,34.48498173710746,516.3717321707718,6.246826917293654,1.937675090234059,34.48498173710746,31.066173,-30.612211,2009-12-01,-0.04513470423014332,0.01777004132225435,-0.6839735971238978,0.308294559827578
2010M01,78.33002574087563,1073.8697584737827,4.360931,6.979024,-3.7675000000000125,4.360931,44.801464,-43.436265,2010M01,216.687,36.14892713493455,495.58568740800445,6.205740270015947,-4.1086647277706945,36.14892713493455,31.113296,-30.612211,2010-01-01,0.05183367688945384,-0.03697412655422527,0.4665397278857345,-0.9968500764375448
2010M02,76.3900154649074,1104.4900342958992,4.335852,7.007139,2.811499999999967,4.335852,44.801464,-43.461344,2010M02,216.741,35.24483852381755,509.58980271194616,6.233606093680872,2.786582366492496,35.24483852381755,31.113296,-30.637539,2010-02-01,-0.024767134411342928,0.02851395672566026,-0.4423158505055203,0.564438074382049
2010M03,81.19997992999073,1169.4303162207689,4.396915,7.064272,5.713300000000032,4.396915,44.862527,-43.461344,2010M03,217.631,37.31085182257616,537.345468348153,6.286641217917933,5.303512423706103,37.31085182257616,31.170262,-30.637539,2010-03-01,0.06296587892815597,0.058796620981979686,0.5986214088867776,1.2864009493156854
2010M04,84.28998027535073,1186.6897651469492,4.434263,7.078923,1.4650999999999748,4.434263,44.899875,-43.461344,2010M04,218.009,38.66353236579716,544.3306309129207,6.29955683964751,1.291562172957672,38.66353236579716,31.205874,-30.637539,2010-04-01,0.038054200851085795,0.014758851969869813,0.3030485917983918,0.2365054033842697
2010M05,73.73997103449133,1089.410496474501,4.300545,6.993392,-8.553099999999958,4.300545,44.899875,-43.595062,2010M05,218.178,33.798078190510196,499.32188235042076,6.213250942603552,-8.630589704395764,33.798078190510196,31.205874,-30.772032,2010-05-01,-0.12516326621972862,-0.08197531615215536,-1.6334988535764803,-2.0697143377376506
2010M06,75.33998476143968,1030.7098308194236,4.322011,6.938003,-5.538899999999991,4.322011,44.921341,-43.595062,2010M06,217.965,34.5651754921385,472.8785955632435,6.158838686547322,-5.441225605622968,34.5651754921385,31.228317,-30.772032,2010-06-01,0.021698052013065627,-0.05388296316681529,0.10898567183715573,-1.3999702309021946
2010M07,76.31999792867283,1101.600057928249,4.334935,7.004519,6.651600000000002,4.334935,44.934265,-43.595062,2010M07,218.011,35.007406932986335,505.2956309214898,6.225143665756405,6.63049792090824,35.007406932986335,31.24103,-30.772032,2010-07-01,0.013007875835604699,0.06877806438740097,0.005878211720659505,1.5243665231492867
2010M08,76.59999412121483,1049.3298486403887,4.338597,6.955907,-4.861200000000032,4.338597,44.937927,-43.595062,2010M08,218.312,35.087395159778126,480.65605584685625,6.175151953718538,-4.999171203786634,35.087395159778126,31.243312,-30.772032,2010-08-01,0.0036687133142179196,-0.04744935234132397,-0.1049293608223303,-1.246587816182638
2010M09,75.23999966647389,1141.2004344100226,4.320683,7.039836,8.392900000000036,4.320683,44.937927,-43.612976,2010M09,218.439,34.444398512387394,522.4343795796642,6.25849938663075,8.33474329122117,34.444398512387394,31.243312,-30.790528,2010-09-01,-0.017754498160781007,0.08755167489867,-0.35911211588024955,1.9719443750475616
2010M10,81.89000955802962,1183.260449579684,4.405377,7.076029,3.619299999999992,4.405377,45.022621,-43.612976,2010M10,218.711,37.4421083338422,541.0155180030653,6.293447962359441,3.494857572869048,37.4421083338422,31.326762,-30.790528,2010-10-01,0.08838397024234568,0.03685594037773532,0.900202732774392,0.7633176197590612
2010M11,84.25003629217213,1180.5503416949325,4.433789,7.073736,-0.22929999999998785,4.433789,45.051033,-43.612976,2010M11,218.803,38.50497310008187,539.5494310840951,6.290734404382526,-0.2713557976914416,38.50497310008187,31.354753,-30.790528,2010-11-01,0.028819470737393438,-0.0022903730837232628,0.19348009198434732,-0.16996172351372105
2010M12,89.14996930484459,1257.6397135286331,4.49032,7.136992,6.325599999999998,4.49032,45.107564,-43.612976,2010M12,219.179,40.67450317085331,573.7957165278759,6.352273438423332,6.153903404080552,40.67450317085331,31.409567,-30.790528,2010-12-01,0.058159417233719646,0.06529952100392622,0.5415935595842611,1.4414352737566334
2011M01,89.17003030471606,1286.119726003204,4.490545,7.159385,2.2393000000000107,4.490545,45.107789,-43.612976,2011M01,220.223,40.49078902054556,584.0079038080509,6.36991451665454,1.7641078231208418,40.49078902054556,31.409567,-30.795054,2011-01-01,0.00022502531439894113,0.022645605230342758,-0.1457881323643746,0.42453189304939415
